track_id,artist_id,album_id,path,duration,moodtheme_tags,genre_tags,split,scene_text,music_description,audio_path,audio_exists
track_1021915,artist_002741,album_120152,15/1021915.mp3,444.9,emotional,easylistening|newage,train,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels emotional. The musical atmosphere should lean toward easylistening, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is medium.","mood/theme: emotional; genre: easylistening, newage",/home/users/xl461/datasets/mtg_jamendo/audio_low/15/1021915.low.mp3,True
track_1298276,artist_437980,album_154532,76/1298276.mp3,104.0,dark|dramatic,classical|orchestral|soundtrack,train,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels dark, dramatic. The musical atmosphere should lean toward classical, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.","mood/theme: dark, dramatic; genre: classical, orchestral, soundtrack",/home/users/xl461/datasets/mtg_jamendo/audio_low/76/1298276.low.mp3,True
track_1287056,artist_484340,album_153434,56/1287056.mp3,161.0,sad,classical|newage,train,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels sad. The musical atmosphere should lean toward classical, newage. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is medium.","mood/theme: sad; genre: classical, newage",/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3,True
track_0442602,artist_336426,album_053442,02/442602.mp3,304.0,film,chillout|easylistening|electronic|soundtrack,train,"A short film scene showing a tense scene before an important decision. The scene needs background music that feels film. The musical atmosphere should lean toward chillout, easylistening, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.","mood/theme: film; genre: chillout, easylistening, electronic, soundtrack",/home/users/xl461/datasets/mtg_jamendo/audio_low/02/442602.low.mp3,True
track_1066503,artist_437980,album_126061,03/1066503.mp3,164.1,advertising|happy|positive|uplifting,pop,train,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels advertising, happy, positive, uplifting. The musical atmosphere should lean toward pop. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.","mood/theme: advertising, happy, positive, uplifting; genre: pop",/home/users/xl461/datasets/mtg_jamendo/audio_low/03/1066503.low.mp3,True
track_0620607,artist_002189,album_071877,07/620607.mp3,702.2,cool,ambient|chillout|electronic,train,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels cool. The musical atmosphere should lean toward ambient, chillout, electronic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.","mood/theme: cool; genre: ambient, chillout, electronic",/home/users/xl461/datasets/mtg_jamendo/audio_low/07/620607.low.mp3,True
track_0250990,artist_004965,album_036179,90/250990.mp3,544.4,dream,,train,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels dream. The musical atmosphere should lean toward cinematic. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",mood/theme: dream; genre: ,/home/users/xl461/datasets/mtg_jamendo/audio_low/90/250990.low.mp3,True
track_0843208,artist_363229,album_098556,08/843208.mp3,170.2,meditative,folk|newage|orchestral|world,train,"A short film scene showing two friends sitting in a quiet room after an argument. The scene needs background music that feels meditative. The musical atmosphere should lean toward folk, newage, orchestral. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.","mood/theme: meditative; genre: folk, newage, orchestral, world",/home/users/xl461/datasets/mtg_jamendo/audio_low/08/843208.low.mp3,True
track_1372069,artist_492919,album_161420,69/1372069.mp3,147.5,dark,club|experimental|soundtrack,train,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels dark. The musical atmosphere should lean toward club, experimental, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.","mood/theme: dark; genre: club, experimental, soundtrack",/home/users/xl461/datasets/mtg_jamendo/audio_low/69/1372069.low.mp3,True
track_1314750,artist_466600,album_156065,50/1314750.mp3,35.1,corporate|motivational,dance|house|trance,train,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels corporate, motivational. The musical atmosphere should lean toward dance, house, trance. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.","mood/theme: corporate, motivational; genre: dance, house, trance",/home/users/xl461/datasets/mtg_jamendo/audio_low/50/1314750.low.mp3,True
track_0769426,artist_363229,album_090168,26/769426.mp3,177.4,meditative,folk|newage|soundtrack|world,train,"A short film scene showing a quiet conversation where something remains unsaid. The scene needs background music that feels meditative. The musical atmosphere should lean toward folk, newage, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.","mood/theme: meditative; genre: folk, newage, soundtrack, world",/home/users/xl461/datasets/mtg_jamendo/audio_low/26/769426.low.mp3,True
track_1319785,artist_419438,album_156490,85/1319785.mp3,86.1,epic|movie,orchestral|soundtrack,train,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels epic, movie. The musical atmosphere should lean toward orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.","mood/theme: epic, movie; genre: orchestral, soundtrack",/home/users/xl461/datasets/mtg_jamendo/audio_low/85/1319785.low.mp3,True
track_1157302,artist_454124,album_138901,02/1157302.mp3,149.7,romantic,jazz|soundtrack,train,"A short film scene showing a lonely interior scene with very little dialogue. The scene needs background music that feels romantic. The musical atmosphere should lean toward jazz, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.","mood/theme: romantic; genre: jazz, soundtrack",/home/users/xl461/datasets/mtg_jamendo/audio_low/02/1157302.low.mp3,True
track_1244794,artist_000560,album_149133,94/1244794.mp3,195.1,epic|film,choir|orchestral|soundtrack,train,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels epic, film. The musical atmosphere should lean toward choir, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.","mood/theme: epic, film; genre: choir, orchestral, soundtrack",/home/users/xl461/datasets/mtg_jamendo/audio_low/94/1244794.low.mp3,True
track_0126121,artist_337741,album_017695,21/126121.mp3,255.5,soundscape,ambient|easylistening|progressive|psychedelic|worldfusion,train,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels soundscape. The musical atmosphere should lean toward ambient, easylistening, progressive. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.","mood/theme: soundscape; genre: ambient, easylistening, progressive, psychedelic, worldfusion",/home/users/xl461/datasets/mtg_jamendo/audio_low/21/126121.low.mp3,True
track_0020536,artist_003039,album_002882,36/20536.mp3,197.0,fun,alternative|easylistening|ethno|indie|pop|world,train,"A short film scene showing a light montage showing small moments of everyday happiness. The scene needs background music that feels fun. The musical atmosphere should lean toward alternative, easylistening, ethno. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.","mood/theme: fun; genre: alternative, easylistening, ethno, indie, pop, world",/home/users/xl461/datasets/mtg_jamendo/audio_low/36/20536.low.mp3,True
track_1356770,artist_357218,album_159898,70/1356770.mp3,208.8,dark,electronic|industrial|trance,train,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels dark. The musical atmosphere should lean toward electronic, industrial, trance. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.","mood/theme: dark; genre: electronic, industrial, trance",/home/users/xl461/datasets/mtg_jamendo/audio_low/70/1356770.low.mp3,True
track_0742884,artist_341355,album_086814,84/742884.mp3,105.8,epic|powerful|trailer,soundtrack,train,"A short film scene showing a training montage where the character pushes past their limit. The scene needs background music that feels epic, powerful, trailer. The musical atmosphere should lean toward soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel fast, and the emotional tension is high.","mood/theme: epic, powerful, trailer; genre: soundtrack",/home/users/xl461/datasets/mtg_jamendo/audio_low/84/742884.low.mp3,True
track_0840599,artist_371725,album_098339,99/840599.mp3,137.0,happy,poprock|rock,train,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels happy. The musical atmosphere should lean toward poprock, rock. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.","mood/theme: happy; genre: poprock, rock",/home/users/xl461/datasets/mtg_jamendo/audio_low/99/840599.low.mp3,True
track_0625211,artist_356759,album_072408,11/625211.mp3,260.1,relaxing,jazz,train,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels relaxing. The musical atmosphere should lean toward jazz. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",mood/theme: relaxing; genre: jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3,True
