query_index,rank,query_track_id,retrieved_track_id,exact_match,score,query_scene,query_mood,query_genre,retrieved_mood,retrieved_genre,retrieved_audio_path
9,5,track_1314750,track_1287056,0,0.320112407207489,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels corporate, motivational. The musical atmosphere should lean toward dance, house, trance. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",corporate|motivational,dance|house|trance,sad,classical|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3
10,1,track_0769426,track_1287056,0,0.5507700443267822,"A short film scene showing a quiet conversation where something remains unsaid. The scene needs background music that feels meditative. The musical atmosphere should lean toward folk, newage, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",meditative,folk|newage|soundtrack|world,sad,classical|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3
10,2,track_0769426,track_0625211,0,0.5138111114501953,"A short film scene showing a quiet conversation where something remains unsaid. The scene needs background music that feels meditative. The musical atmosphere should lean toward folk, newage, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",meditative,folk|newage|soundtrack|world,relaxing,jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3
10,3,track_0769426,track_1021915,0,0.2995421588420868,"A short film scene showing a quiet conversation where something remains unsaid. The scene needs background music that feels meditative. The musical atmosphere should lean toward folk, newage, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",meditative,folk|newage|soundtrack|world,emotional,easylistening|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/15/1021915.low.mp3
10,4,track_0769426,track_1157302,0,0.2570834159851074,"A short film scene showing a quiet conversation where something remains unsaid. The scene needs background music that feels meditative. The musical atmosphere should lean toward folk, newage, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",meditative,folk|newage|soundtrack|world,romantic,jazz|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/02/1157302.low.mp3
10,5,track_0769426,track_1372069,0,0.2475704550743103,"A short film scene showing a quiet conversation where something remains unsaid. The scene needs background music that feels meditative. The musical atmosphere should lean toward folk, newage, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",meditative,folk|newage|soundtrack|world,dark,club|experimental|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/69/1372069.low.mp3
11,1,track_1319785,track_1244794,0,0.451263964176178,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels epic, movie. The musical atmosphere should lean toward orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|movie,orchestral|soundtrack,epic|film,choir|orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/94/1244794.low.mp3
11,2,track_1319785,track_1319785,1,0.44092315435409546,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels epic, movie. The musical atmosphere should lean toward orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|movie,orchestral|soundtrack,epic|movie,orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/85/1319785.low.mp3
11,3,track_1319785,track_0742884,0,0.3831327557563782,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels epic, movie. The musical atmosphere should lean toward orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|movie,orchestral|soundtrack,epic|powerful|trailer,soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/84/742884.low.mp3
11,4,track_1319785,track_0625211,0,0.3759348690509796,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels epic, movie. The musical atmosphere should lean toward orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|movie,orchestral|soundtrack,relaxing,jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3
11,5,track_1319785,track_1287056,0,0.3208407759666443,"A short film scene showing a suspenseful scene where the character feels watched. The scene needs background music that feels epic, movie. The musical atmosphere should lean toward orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|movie,orchestral|soundtrack,sad,classical|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3
12,1,track_1157302,track_1287056,0,0.5442073345184326,"A short film scene showing a lonely interior scene with very little dialogue. The scene needs background music that feels romantic. The musical atmosphere should lean toward jazz, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",romantic,jazz|soundtrack,sad,classical|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3
12,2,track_1157302,track_0625211,0,0.3858810365200043,"A short film scene showing a lonely interior scene with very little dialogue. The scene needs background music that feels romantic. The musical atmosphere should lean toward jazz, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",romantic,jazz|soundtrack,relaxing,jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3
12,3,track_1157302,track_1157302,1,0.28987985849380493,"A short film scene showing a lonely interior scene with very little dialogue. The scene needs background music that feels romantic. The musical atmosphere should lean toward jazz, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",romantic,jazz|soundtrack,romantic,jazz|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/02/1157302.low.mp3
12,4,track_1157302,track_1021915,0,0.2662769556045532,"A short film scene showing a lonely interior scene with very little dialogue. The scene needs background music that feels romantic. The musical atmosphere should lean toward jazz, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",romantic,jazz|soundtrack,emotional,easylistening|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/15/1021915.low.mp3
12,5,track_1157302,track_1244794,0,0.18610504269599915,"A short film scene showing a lonely interior scene with very little dialogue. The scene needs background music that feels romantic. The musical atmosphere should lean toward jazz, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",romantic,jazz|soundtrack,epic|film,choir|orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/94/1244794.low.mp3
13,1,track_1244794,track_1319785,0,0.3669862151145935,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels epic, film. The musical atmosphere should lean toward choir, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|film,choir|orchestral|soundtrack,epic|movie,orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/85/1319785.low.mp3
13,2,track_1244794,track_1287056,0,0.3538057804107666,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels epic, film. The musical atmosphere should lean toward choir, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|film,choir|orchestral|soundtrack,sad,classical|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3
13,3,track_1244794,track_1244794,1,0.34115710854530334,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels epic, film. The musical atmosphere should lean toward choir, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|film,choir|orchestral|soundtrack,epic|film,choir|orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/94/1244794.low.mp3
13,4,track_1244794,track_0625211,0,0.3318476974964142,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels epic, film. The musical atmosphere should lean toward choir, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|film,choir|orchestral|soundtrack,relaxing,jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3
13,5,track_1244794,track_0742884,0,0.32159873843193054,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels epic, film. The musical atmosphere should lean toward choir, orchestral, soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",epic|film,choir|orchestral|soundtrack,epic|powerful|trailer,soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/84/742884.low.mp3
14,1,track_0126121,track_1287056,0,0.4326647222042084,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels soundscape. The musical atmosphere should lean toward ambient, easylistening, progressive. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",soundscape,ambient|easylistening|progressive|psychedelic|worldfusion,sad,classical|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3
14,2,track_0126121,track_0625211,0,0.3769882917404175,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels soundscape. The musical atmosphere should lean toward ambient, easylistening, progressive. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",soundscape,ambient|easylistening|progressive|psychedelic|worldfusion,relaxing,jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3
14,3,track_0126121,track_1021915,0,0.28589436411857605,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels soundscape. The musical atmosphere should lean toward ambient, easylistening, progressive. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",soundscape,ambient|easylistening|progressive|psychedelic|worldfusion,emotional,easylistening|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/15/1021915.low.mp3
14,4,track_0126121,track_1244794,0,0.23034268617630005,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels soundscape. The musical atmosphere should lean toward ambient, easylistening, progressive. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",soundscape,ambient|easylistening|progressive|psychedelic|worldfusion,epic|film,choir|orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/94/1244794.low.mp3
14,5,track_0126121,track_1372069,0,0.20404750108718872,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels soundscape. The musical atmosphere should lean toward ambient, easylistening, progressive. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",soundscape,ambient|easylistening|progressive|psychedelic|worldfusion,dark,club|experimental|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/69/1372069.low.mp3
15,1,track_0020536,track_1287056,0,0.5227968692779541,"A short film scene showing a light montage showing small moments of everyday happiness. The scene needs background music that feels fun. The musical atmosphere should lean toward alternative, easylistening, ethno. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",fun,alternative|easylistening|ethno|indie|pop|world,sad,classical|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3
15,2,track_0020536,track_0625211,0,0.43515920639038086,"A short film scene showing a light montage showing small moments of everyday happiness. The scene needs background music that feels fun. The musical atmosphere should lean toward alternative, easylistening, ethno. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",fun,alternative|easylistening|ethno|indie|pop|world,relaxing,jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3
15,3,track_0020536,track_1157302,0,0.33670109510421753,"A short film scene showing a light montage showing small moments of everyday happiness. The scene needs background music that feels fun. The musical atmosphere should lean toward alternative, easylistening, ethno. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",fun,alternative|easylistening|ethno|indie|pop|world,romantic,jazz|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/02/1157302.low.mp3
15,4,track_0020536,track_1372069,0,0.2920249402523041,"A short film scene showing a light montage showing small moments of everyday happiness. The scene needs background music that feels fun. The musical atmosphere should lean toward alternative, easylistening, ethno. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",fun,alternative|easylistening|ethno|indie|pop|world,dark,club|experimental|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/69/1372069.low.mp3
15,5,track_0020536,track_1021915,0,0.23489686846733093,"A short film scene showing a light montage showing small moments of everyday happiness. The scene needs background music that feels fun. The musical atmosphere should lean toward alternative, easylistening, ethno. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",fun,alternative|easylistening|ethno|indie|pop|world,emotional,easylistening|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/15/1021915.low.mp3
16,1,track_1356770,track_0742884,0,0.4738488495349884,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels dark. The musical atmosphere should lean toward electronic, industrial, trance. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark,electronic|industrial|trance,epic|powerful|trailer,soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/84/742884.low.mp3
16,2,track_1356770,track_1319785,0,0.40916046500205994,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels dark. The musical atmosphere should lean toward electronic, industrial, trance. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark,electronic|industrial|trance,epic|movie,orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/85/1319785.low.mp3
16,3,track_1356770,track_1244794,0,0.3345002233982086,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels dark. The musical atmosphere should lean toward electronic, industrial, trance. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark,electronic|industrial|trance,epic|film,choir|orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/94/1244794.low.mp3
16,4,track_1356770,track_1372069,0,0.33354732394218445,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels dark. The musical atmosphere should lean toward electronic, industrial, trance. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark,electronic|industrial|trance,dark,club|experimental|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/69/1372069.low.mp3
16,5,track_1356770,track_0625211,0,0.29373982548713684,"A short film scene showing a night-time scene where the mood slowly becomes uncertain. The scene needs background music that feels dark. The musical atmosphere should lean toward electronic, industrial, trance. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is high.",dark,electronic|industrial|trance,relaxing,jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3
17,1,track_0742884,track_0742884,1,0.6203160285949707,"A short film scene showing a training montage where the character pushes past their limit. The scene needs background music that feels epic, powerful, trailer. The musical atmosphere should lean toward soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel fast, and the emotional tension is high.",epic|powerful|trailer,soundtrack,epic|powerful|trailer,soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/84/742884.low.mp3
17,2,track_0742884,track_1319785,0,0.6133386492729187,"A short film scene showing a training montage where the character pushes past their limit. The scene needs background music that feels epic, powerful, trailer. The musical atmosphere should lean toward soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel fast, and the emotional tension is high.",epic|powerful|trailer,soundtrack,epic|movie,orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/85/1319785.low.mp3
17,3,track_0742884,track_1372069,0,0.4399328827857971,"A short film scene showing a training montage where the character pushes past their limit. The scene needs background music that feels epic, powerful, trailer. The musical atmosphere should lean toward soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel fast, and the emotional tension is high.",epic|powerful|trailer,soundtrack,dark,club|experimental|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/69/1372069.low.mp3
17,4,track_0742884,track_1244794,0,0.4228019118309021,"A short film scene showing a training montage where the character pushes past their limit. The scene needs background music that feels epic, powerful, trailer. The musical atmosphere should lean toward soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel fast, and the emotional tension is high.",epic|powerful|trailer,soundtrack,epic|film,choir|orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/94/1244794.low.mp3
17,5,track_0742884,track_1066503,0,0.3696567118167877,"A short film scene showing a training montage where the character pushes past their limit. The scene needs background music that feels epic, powerful, trailer. The musical atmosphere should lean toward soundtrack. The music should work as emotional underscore without overpowering dialogue. The pacing should feel fast, and the emotional tension is high.",epic|powerful|trailer,soundtrack,advertising|happy|positive|uplifting,pop,/home/users/xl461/datasets/mtg_jamendo/audio_low/03/1066503.low.mp3
18,1,track_0840599,track_0625211,0,0.40649840235710144,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels happy. The musical atmosphere should lean toward poprock, rock. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",happy,poprock|rock,relaxing,jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3
18,2,track_0840599,track_1287056,0,0.3538913130760193,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels happy. The musical atmosphere should lean toward poprock, rock. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",happy,poprock|rock,sad,classical|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3
18,3,track_0840599,track_1066503,0,0.3029630780220032,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels happy. The musical atmosphere should lean toward poprock, rock. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",happy,poprock|rock,advertising|happy|positive|uplifting,pop,/home/users/xl461/datasets/mtg_jamendo/audio_low/03/1066503.low.mp3
18,4,track_0840599,track_0742884,0,0.27842482924461365,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels happy. The musical atmosphere should lean toward poprock, rock. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",happy,poprock|rock,epic|powerful|trailer,soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/84/742884.low.mp3
18,5,track_0840599,track_1319785,0,0.26305991411209106,"A short film scene showing a bright outdoor scene where the character starts to feel hopeful. The scene needs background music that feels happy. The musical atmosphere should lean toward poprock, rock. The music should work as emotional underscore without overpowering dialogue. The pacing should feel medium, and the emotional tension is low.",happy,poprock|rock,epic|movie,orchestral|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/85/1319785.low.mp3
19,1,track_0625211,track_1287056,0,0.5513631105422974,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels relaxing. The musical atmosphere should lean toward jazz. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",relaxing,jazz,sad,classical|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/56/1287056.low.mp3
19,2,track_0625211,track_0625211,1,0.416107177734375,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels relaxing. The musical atmosphere should lean toward jazz. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",relaxing,jazz,relaxing,jazz,/home/users/xl461/datasets/mtg_jamendo/audio_low/11/625211.low.mp3
19,3,track_0625211,track_1021915,0,0.3021520972251892,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels relaxing. The musical atmosphere should lean toward jazz. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",relaxing,jazz,emotional,easylistening|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/15/1021915.low.mp3
19,4,track_0625211,track_1157302,0,0.26331862807273865,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels relaxing. The musical atmosphere should lean toward jazz. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",relaxing,jazz,romantic,jazz|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/02/1157302.low.mp3
19,5,track_0625211,track_1372069,0,0.21829314529895782,"A short film scene showing a person looking at old photos and remembering the past. The scene needs background music that feels relaxing. The musical atmosphere should lean toward jazz. The music should work as emotional underscore without overpowering dialogue. The pacing should feel slow, and the emotional tension is low.",relaxing,jazz,dark,club|experimental|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/69/1372069.low.mp3
